FlyBase,GenetID,symbol,Affymetrix IDs (note: // was used to separate Affy probes which owned by one gene),chrom,star_chrom,end_chrom,bam_testis_RPKM,wt_testis_RPKM,bam_ovary_RPKM,wt_ovary_RPKM,male_carcass_RPKM,female_carcass_RPKM
FBgn0042094,CG6612,Adk3,1630986_s_at,chr3R,6713382,6714849,44.4085,242.375,31.5792,77.3469,98.7921,102.434
FBgn0039747,CG9753,AdoR,1638877_at,chr3R,25960997,25964247,11.5223,3.50111,18.8994,6.07238,4.29434,4.47381
FBgn0000057,CG5124,adp,1624637_at,chr2R,14039209,14041351,36.0358,102.976,29.5888,36.3515,22.8957,18.5445
FBgn0026602,CG1851,Ady43A,1641062_at,chr2R,3130565,3133263,27.5963,5.68178,34.3646,30.8014,40.0422,44.0411
FBgn0005694,CG5683,Aef1,1624248_s_at,chr3L,21426528,21430973,42.4981,24.0176,22.7473,83.0446,18.8048,20.3481
FBgn0026309,CG5032,aft,1626580_at,chr2R,13673642,13676072,51.5427,33.1578,39.4627,38.3153,7.48834,7.58099
FBgn0015010,CG9538,Ag5r,1625266_at,chrX,14679126,14680266,0.605622,0.602672,0.505561,0,63.1001,72.2835
FBgn0020508,CG9540,Ag5r2,1629199_at,chrX,14676985,14678075,0,0,1.80966,0,34.5529,44.5182
FBgn0041171,CG15010,ago,1633515_s_at,chr3L,4246326,4254309,63.2102,68.5844,50.857,95.7354,22.9369,26.8812
FBgn0026611,CG6671,AGO1,1632602_s_at,chr2R,9834047,9845594,81.8354,20.0546,68.767,71.8997,39.261,36.8761
FBgn0046812,CG7439,AGO2,1636068_a_at,chr3L,15547217,15554146,105.056,52.0248,131.933,63.6899,53.5283,45.8022
FBgn0086780,CG40300,AGO3,1640830_at,chr3L,23547730,23642556,23.5275,9.11204,36.9449,27.5701,0.213374,0.0426974
FBgn0024912,CG1303,agt,1639904_at,chr3R,2485128,2485822,18.6844,3.51371,27.7068,12.6595,6.36842,6.96454
FBgn0014455,CG11654,Ahcy13,1629222_at,chrX,15344295,15346683,158.323,55.5468,211.507,451.592,106.725,147.436
FBgn0015011,CG8956,Ahcy89E,1624017_at,chr3R,12804161,12807905,1.33324,0.255143,1.64376,0.205228,34.3277,41.5767
FBgn0027932,CG13388,Akap200,1640838_s_at,chr2L,8415690,8430984,191.385,88.9244,192.277,115.902,110.7,92.82
FBgn0004552,CG1171,Akh,1631816_at,chr3L,4141586,4141893,0.426038,0.423963,0.426777,0.426277,20.5863,25.7466
FBgn0010379,CG4006,Akt1,1639064_s_at,chr3R,11924938,11930239,63.028,25.9564,47.0646,44.8688,27.279,24.8073
FBgn0000061,CG3935,al,1639333_at,chr2L,378116,387439,0,0.0564657,0,0,2.17058,2.5718
FBgn0020764,CG3017,Alas,1632343_at,chr2R,19852224,19854271,29.6973,60.4415,33.8912,53.1413,80.28,67.7199
FBgn0033383,CG8057,alc,1629927_at,chr2R,5022875,5025455,50.4716,21.5718,92.7464,65.8524,86.6964,83.5859
FBgn0036789,CG13702,AlCR2,1624643_a_at//1634889_at//1625946_at,chr3L,18479602,18495657,0.0423918,0.885893,1.99587,0.0848312,3.07258,2.98882
FBgn0000064,CG6058,Ald,1631993_s_at//1633473_s_at,chr3R,22080404,22087313,94.2078,185.663,84.3101,103.674,608.117,595.604
FBgn0000063,CG7643,ald,1637781_at,chr3R,13497020,13499550,20.6361,26.6328,14.2887,15.7923,0.937534,0.493702
FBgn0012036,CG3752,Aldh,1634096_at,chr2L,9387389,9391679,228.209,266.129,265.314,213.193,340.919,385.184
FBgn0010548,CG11140,Aldh-III,1627861_s_at,chr2R,3354379,3364667,45.5184,34.0281,25.9,26.7347,72.4114,49.1615
FBgn0052076,CG32076,Alg10,1636806_at,chr3L,11158075,11159720,24.3386,25.4878,20.4853,40.1846,7.15457,5.80775
FBgn0086378,CG40410,Alg-2,1634293_at,chr3RHet,1895200,1899090,12.0403,2.81921,13.2187,14.5832,9.94415,11.3762
FBgn0037471,CG1070,Alh,1630415_at//1623218_s_at,chr3R,2920322,2949907,24.1471,11.9572,14.5661,24.5396,9.86099,7.77854
FBgn0013746,CG9556,alien,1638830_at,chr2L,8994670,8997375,45.5778,23.5337,40.6174,50.6369,21.5559,22.1737
FBgn0086346,CG12876,ALiX,1633505_at,chr3R,23522187,23525967,164.72,97.8195,123.906,77.3042,64.893,67.4444
FBgn0040505,CG8250,Alk,1638700_at,chr2R,12513590,12525279,0.893216,0.456445,1.99509,0.144927,12.2847,10.6743
FBgn0065035,CG33250,AlkB,1624861_at,chrX,15752167,15753520,3.95484,1.06589,7.01552,10.4697,4.313,5.14516
FBgn0031461,CG16987,Alp23B,1626766_s_at,chr2L,2805518,2812147,12.7627,0.366011,2.46855,1.98725,19.3274,10.0764
FBgn0086361,CG1906,alph,1631146_at//1623708_at//1626162_s_at,chr3R,25417544,25442879,102.922,84.622,119.392,79.7784,58.4367,57.9098
FBgn0031491,CG17223,alpha4GT1,1632846_at,chr2L,3021306,3023148,29.0022,15.9355,17.1107,30.9174,15.6427,17.5626
FBgn0039378,CG5878,alpha4GT2,1623629_at,chr3R,21658233,21668287,3.6321,0.876221,0.110255,0,7.42347,0
FBgn0015567,CG4260,alpha-Adaptin,1634403_at,chr2L,408022,414775,73.05,11.3474,61.2082,66.2957,39.0371,36.1444
FBgn0010215,CG17947,alpha-Cat,1632724_at,chr3L,23311774,23331205,41.0439,16.3376,72.8375,30.1386,39.0358,38.7452
FBgn0029105,CG2987,alpha-catenin-related,1630043_a_at,chr2R,19845630,19849148,0.261602,1.52478,0.711296,0.112178,8.99145,6.70013
FBgn0025725,CG7961,alphaCop,1632109_s_at,chr3L,1641058,1645213,130.563,37.0786,114.953,102.917,61.6616,57.4706
FBgn0015568,CG1031,alpha-Est1,1623885_at,chr3R,3371449,3374844,20.0941,7.46271,9.58293,50.1191,58.9424,65.2198
FBgn0015569,CG1131,alpha-Est10,1626350_at,chr3R,3312552,3314793,16.065,37.1144,15.3987,41.2882,31.4565,23.9222
FBgn0015570,CG2505,alpha-Est2,1633196_at,chr3R,3368466,3370956,0.781323,0.466511,2.86982,0.885995,34.9222,51.2046
FBgn0015571,CG1257,alpha-Est3,1625354_at,chr3R,3364694,3367349,36.6659,182.381,19.5741,21.8546,34.1409,36.9868
FBgn0015572,CG1082,alpha-Est4,1631277_at,chr3R,3362392,3364313,3.69787,1.51867,2.64592,2.29044,3.19075,3.48805
FBgn0027934,CR31511,alpha-Est4aPsi,1633007_at,chr3R,3352240,3353790,0,4.38863,0.0818104,0,0.657709,0.987088
FBgn0015573,CG1089,alpha-Est5,1641650_at,chr3R,3359948,3362247,5.99876,12.0466,2.2196,23.1974,20.8365,22.154
FBgn0015574,CG1108,alpha-Est6,1625629_at,chr3R,3350286,3354499,0.0556004,78.9,0.167091,0,0.615685,0.560012
FBgn0015575,CG1112,alpha-Est7,1637255_a_at,chr3R,3345284,3349476,8.05231,2.77182,19.4301,4.81382,101.657,90.2851
FBgn0015576,CG1121,alpha-Est8,1635893_at,chr3R,3335065,3341391,10.2829,8.15548,34.3487,2.20471,50.629,51.7851
FBgn0015577,CG1128,alpha-Est9,1639001_a_at,chr3R,3320793,3323086,13.086,2.48607,27.4687,11.3079,38.3822,39.7207
FBgn0052865,CR32865,alphagamma-element:CR32865,1634187_x_at,chr3R,8301058,8303989,0.452096,0,0.0754802,0,0.303409,0.0758926
FBgn0010338,CG32684,alpha-Man-I,1629744_a_at,chrX,10170482,10219990,26.2802,5.05212,25.8425,17.1698,14.5459,14.785
FBgn0011740,CG18802,alpha-Man-II,1626112_at,chr3R,5238271,5242986,34.8844,26.6721,23.3393,28.8648,11.5598,7.98543
FBgn0026616,CG4606,alpha-Man-IIb,1632936_at,chr3R,11629974,11649840,14.102,3.49888,9.15747,17.9892,14.8466,7.65697
FBgn0034005,CG16827,alphaPS4,1632299_at,chr2R,11146272,11150371,0.763509,0.516658,0.122373,0.0611149,0.553395,0.707492
FBgn0034880,CG5372,alphaPS5,1630553_at,chr2R,19444333,19447720,0.715029,0.304948,1.09146,0.17034,0.102829,0
FBgn0003470,CG1977,alpha-Spec,1626349_at,chr3L,1779111,1795319,211.736,45.3896,258.713,91.6927,80.8417,86.736
FBgn0003863,CG18444,alphaTry,1638196_at,chr2R,7231756,7232620,0.236414,0,37.063,0,216.334,247.405
FBgn0004236,CG8308,alphaTub67C,1630239_at,chr3L,9674379,9676472,3.43374,0.253112,7.19789,299.666,0.32006,0.128092
FBgn0003884,CG1913,alphaTub84B,1623580_at,chr3R,2912260,2914582,1239.92,959.312,993.214,749.168,437.374,505.385
FBgn0003885,CG2512,alphaTub84D,1633624_s_at,chr3R,3356377,3358873,141.109,220.984,103.083,138.198,61.5033,65.5367
FBgn0003886,CG9476,alphaTub85E,1623910_at,chr3R,5556938,5558970,34.0176,100.84,1.90043,0.785462,28.5152,28.794
FBgn0033920,CG8561,Als,1629638_at,chr2R,10158306,10162377,1.93399,2.95658,2.44274,1.14983,12.4714,14.2566
FBgn0028961,CG2872,AlstR,1629186_a_at,chrX,3468571,3560759,0,0.109882,0.027653,0.0276205,0.805888,0.861926
FBgn0038535,CG18212,alt,1636106_s_at,chr3R,13499903,13508234,71.0228,66.5337,72.3919,121.188,55.3576,54.2979
FBgn0004372,CG2075,aly,1627064_at,chr3L,3024129,3026521,10.5993,24.686,4.38261,0.0451285,0,0
FBgn0010774,CG1101,Aly,1630198_at//1634966_a_at//1640178_at,chr3R,2903618,2906126,155.83,52.1916,121.125,202.42,47.6999,56.0221
FBgn0000071,CG2198,Ama,1623950_s_at,chr3R,2588315,2590983,6.94284,1.36087,3.10863,0.105253,3.97112,6.19825
FBgn0000075,CG10501,amd,1631281_a_at,chr2L,19110159,19114110,3.55288,2.75499,8.41229,2.63153,6.54933,9.71305
FBgn0086782,CG11937,amn,1625930_at,chrX,19780141,19784093,0.54319,0.308883,0.751422,0.414091,0.364543,0.39079
FBgn0023179,CG6438,amon,1625280_at,chr3R,22523418,22539881,0.051227,0.968573,0.949345,0.0768836,16.27,11.1706
FBgn0003270,CG10393,amos,1636062_at,chr2L,18596047,18597200,0.177208,0,0,0,0,0
FBgn0027356,CG8604,Amph,1627410_at,chr2R,8481088,8499578,35.3572,24.5661,49.8412,36.9068,106.33,95.5109
FBgn0000077,CG12127,amx,1629036_at,chrX,9139944,9141369,5.87968,1.78386,8.18838,18.1511,9.31146,8.59422
FBgn0000078,CG17876,Amy-d,#N/A,chr2R,13012267,13013887,1.89233,4.89611,0.252749,0,14.5412,14.8666
FBgn0000079,CG18730,Amy-p,#N/A,chr2R,13006211,13007808,4.41501,8.02293,1.08964,0.0640215,28.5348,30.6767
FBgn0020506,CG8221,Amyrel,1623601_at,chr2R,12538597,12540204,0,0.0655613,0.0659965,0.131838,0.795861,0.398143
FBgn0011746,CG8084,ana,1630502_at,chr2R,4956606,4965059,43.9845,43.5173,120.085,27.8979,3.92445,3.20098
FBgn0012037,CG8827,Ance,1632431_s_at,chr2L,13905645,13909172,60.6562,52.0335,49.3037,6.53968,113.598,113.31
FBgn0032535,CG16869,Ance-2,1636007_at,chr2L,13909640,13911640,0,0.88672,0,0,7.23211,5.44099
FBgn0032536,CG17988,Ance-3,1628955_at//1637714_a_at,chr2L,13914725,13955757,0.23898,0.37371,0.102598,0,14.4688,11.5537
FBgn0033366,CG8196,Ance-4,1641280_at,chr2R,4927225,4929647,1.46369,0.20808,4.71288,0.104608,23.891,28.9583
FBgn0035076,CG10142,Ance-5,1636623_at,chr2R,20776149,20778545,5.1197,1.44192,43.8349,3.91442,25.7693,24.5669
FBgn0011273,CG17769,And,1632147_at,chr3R,21638261,21638924,0.461969,200.284,0.154257,0.308152,0.310034,0.1551
FBgn0030898,CG12611,Andorra,1632811_at,chrX,18072559,18073505,0,58.7728,0.648954,0,0.217384,0
FBgn0016762,CG12273,angel,1625019_at,chr2R,19581521,19582761,33.369,19.022,39.452,25.6384,15.3443,14.4396
FBgn0011747,CG1651,Ank,1635711_s_at,chr4,137015,150378,60.5794,23.6306,83.1421,46.1337,68.2009,60.7487
FBgn0085445,CG34416,Ank2,#N/A,chr3L,7648480,7711439,0.360349,14.1012,1.49168,0.609756,32.5678,26.6926
FBgn0000083,CG5730,AnnIX,1626707_a_at//1640324_at//1630286_at,chr3R,16890951,16896639,119.812,42.2373,204.803,121.798,176.904,186.3
FBgn0000084,CG9579,AnnX,1627472_at,chrX,20065478,20067552,37.2485,19.5519,63.6373,49.5559,58.6767,70.5814
FBgn0000094,CG1361,Anp,1630940_at,chr3R,26035670,26036011,71.5744,1.81698,0,0,118.003,0
FBgn0025111,CG1683,Ant2,1625005_s_at,chrX,10672923,10680913,187.572,265.63,118.34,25.3337,14.0361,18.3754
FBgn0026268,CG1386,antdh,1634831_at,chrX,11062048,11063091,0,1.79251,0.106142,0,53.119,59.764
FBgn0000095,CG1028,Antp,1640208_s_at//1624759_s_at//1638665_at,chr3R,2721975,2824950,2.51946,0.880904,12.0189,1.66241,3.18062,3.01771
FBgn0030749,CG9968,Anxb11,1625145_a_at,chrX,16311269,16316249,36.6347,29.7001,61.7116,40.1657,36.4205,38.1379
FBgn0000097,CG3166,aop,1627394_s_at,chr2L,2156484,2178749,26.0573,5.41858,41.1174,43.7239,39.5859,30.3734
FBgn0029512,CG12276,Aos1,1629655_at,chr3R,8258255,8259626,130.247,28.6761,83.319,115.904,21.0972,21.8506
FBgn0000099,CG8376,ap,1639498_a_at//1624412_at,chr2R,1593697,1614335,3.6037,20.202,2.81577,0.26442,10.6656,11.131
FBgn0030089,CG9113,AP-1gamma,1634294_s_at,chrX,9002726,9011773,39.471,9.53556,42.4677,47.8605,22.2544,22.9682
FBgn0039132,CG5864,AP-1sigma,1625876_at,chr3R,19784376,19788277,30.9788,8.79448,41.5989,33.2781,28.22,25.1723
FBgn0023417,CG7807,AP-2,1631372_a_at,chr3L,21591958,21606453,0.0412461,0.410452,0.0413177,0,1.78542,1.20476
FBgn0043012,CG6056,AP-2sigma,1627202_at,chr3R,17094931,17095799,53.5009,22.2961,72.6372,71.7367,83.384,77.1371
FBgn0024833,CG9388,AP-47,1623631_at,chr3R,5383437,5385245,58.0191,27.5019,58.5295,75.1806,60.4648,61.2032
FBgn0024832,CG7057,AP-50,1628377_s_at,chr3R,18288176,18290333,75.3547,53.8271,64.8098,87.3678,64.9773,58.7335
FBgn0015589,CG1451,Apc,1628548_at,chr3R,24658022,24670372,53.1097,22.4135,32.6037,31.3638,9.12862,8.47933
FBgn0026598,CG6193,Apc2,1630322_at,chr3R,19989690,19994041,25.8621,13.4524,15.8446,28.8518,5.10632,5.86407
FBgn0052707,CG32707,APC4,1637244_at,chrX,8976964,8979905,21.3701,15.7555,23.6339,25.6741,3.25832,4.04561
FBgn0029879,CG14444,APC7,1631407_a_at,chrX,6491078,6493733,1.99637,0.0431881,2.52154,53.5849,0.0873781,0.480836
FBgn0026150,CG6291,ApepP,1627134_at,chr2L,16908219,16910431,48.0654,36.9207,51.0417,74.0974,26.1147,30.96
FBgn0051713,CG31713,Apf,1635473_at,chr2L,9938170,9938787,17.3458,4.72416,12.9862,13.1537,15.8073,17.287
FBgn0031458,CG2855,aph-1,1633763_at,chr2L,2766235,2767154,38.8333,29.899,40.0903,37.7856,29.2894,31.458
FBgn0016123,CG1462,Aph-4,1636888_a_at,chr3R,26874654,26878268,21.72,13.609,45.8905,39.1857,104.807,136.206
FBgn0022131,CG10261,aPKC,1627948_at,chr2R,10831960,10850451,33.231,11.9691,25.6875,37.9072,24.243,24.6896
FBgn0040281,CG1200,Aplip1,1629678_a_at,chr3L,1196321,1199341,0.212223,0.295665,0.595256,0.127405,18.7148,14.92
FBgn0000108,CG7727,Appl,1624033_at,chrX,425652,472172,6.84814,1.0354,5.47665,1.11676,34.1073,27.0184
FBgn0000109,CG18315,Aprt,1628492_at,chr3L,1883892,1884885,17.203,2.77284,12.3786,20.1219,18.2935,24.4043
FBgn0036111,CG6391,Aps,1640329_s_at,chr3L,10888547,10892247,154.102,73.6716,153.383,165.841,93.0176,88.1076
FBgn0015903,CG5393,apt,1625844_s_at,chr2R,19452420,19487223,40.9836,29.899,67.0607,62.0556,9.4342,8.76299
FBgn0033807,CG12251,AQP,#N/A,chr2R,9099837,9101989,2.29506,14.3334,15.7762,1.42532,152.405,142.044
FBgn0039595,CG10001,AR-2,1634874_at,chr3R,24562831,24569855,6.35909,2.88211,15.0108,2.58286,5.38742,3.99516
FBgn0015904,CG10571,ara,1631027_at,chr3L,12573774,12589118,0.521679,0.484529,0.104517,0.0695962,5.5667,5.04422
FBgn0028646,CG2139,aralar1,1641111_s_at,chr3R,26271361,26281589,25.8009,6.03582,27.4186,77.7233,109.099,103.544
FBgn0033926,CG12505,Arc1,1639180_at,chr2R,10245428,10247799,220.577,67.9485,144.01,11.6022,34.9758,23.8362
FBgn0033928,CG13941,Arc2,1632639_at,chr2R,10249449,10250330,8.81058,2.99947,22.5292,2.43587,11.5535,10.5088
FBgn0038742,CG4703,Arc42,1640900_at,chr3R,15703470,15705034,54.2428,14.5771,32.1082,56.0871,39.0555,39.7337
FBgn0031781,CG5972,Arc-p20,1636770_at,chr2L,6125138,6125913,100.516,18.3957,81.5941,102.451,59.7525,59.4935
FBgn0032859,CG10954,Arc-p34,1623402_at,chr2L,20417061,20423034,68.0626,33.2994,80.1487,120.263,36.6013,46.7788
FBgn0036064,CG11989,Ard1,1630312_s_at,chr3L,9965343,9967123,85.9412,44.018,49.5146,119.562,32.5429,40.1915
FBgn0000114,CG31762,aret,1625076_at//1627834_a_at,chr2L,12205843,12312801,35.8018,274.912,28.925,164.508,19.3131,19.3822
FBgn0013749,CG11027,Arf102F,1624693_at,chr4,1144800,1145807,45.9399,32.785,42.0751,57.7854,63.5558,71.1253
FBgn0013750,CG8156,Arf51F,1624208_s_at,chr2R,11209979,11212399,19.6536,27.3558,35.8936,39.9615,48.7938,54.4847
FBgn0000115,CG6025,Arf72A,1636130_at,chr3L,15976221,15977463,62.8867,34.651,63.5792,71.6611,57.9136,53.7217
FBgn0010348,CG8385,Arf79F,1624231_s_at,chr3L,22861479,22865157,105.881,38.1269,112.821,87.2519,120.89,116.131
FBgn0004908,CG7435,Arf84F,1641687_at,chr3R,4166822,4167608,21.0603,41.4598,22.6256,21.0721,10.1395,11.682
FBgn0023535,CG18104,arg,1637548_at,chrX,403451,422070,3.30356,0.882004,10.2507,1.04806,46.3151,53.238
FBgn0000116,CG32031,Argk,1625633_a_at,chr3L,9041962,9059127,440.787,123.167,252.764,202.329,381.637,344.458
FBgn0004569,CG4531,argos,1641578_at,chr3L,16463479,16476801,6.14205,1.05991,15.6485,7.45984,28.6278,23.9944
FBgn0017418,CG5659,ari-1,1628016_s_at,chrX,18026169,18031682,21.6648,14.7856,48.8671,34.4561,42.5504,41.5041
FBgn0025186,CG5709,ari-2,1625556_at,chr2R,18100346,18104769,21.0493,24.5057,17.3327,20.9929,14.9494,14.1683
FBgn0024252,CG6829,Ark,1638709_at//1624898_a_at,chr2R,12907570,12914209,18.4658,11.3033,13.1794,13.2274,12.1584,10.6736
FBgn0000117,CG11579,arm,1629020_s_at,chrX,1785434,1794673,188.183,55.0218,259.362,186.738,113.322,111.851
FBgn0041164,CG11513,armi,1623907_at,chr3L,3461323,3466314,59.2645,19.9864,130.811,109.005,2.63608,3.583
FBgn0031050,CG12235,Arp11,1636320_at,chrX,19538561,19540079,62.5541,21.5923,54.3028,56.2721,33.166,30.6254
FBgn0011742,CG9901,Arp14D,1631049_at,chrX,16442247,16448001,36.9783,43.1804,66.4855,80.855,23.427,25.3221
FBgn0039745,CG7950,Arp5,1629388_s_at,chr3R,25882575,25883903,65.3804,20.5459,42.5136,82.1402,31.0114,30.9454
FBgn0011743,CG5409,Arp53D,1636039_at,chr2R,12661925,12663180,0,145.984,0.1631,0,0.163903,0.0819954
FBgn0011744,CG7558,Arp66B,1623716_at,chr3L,8106588,8109000,81.2073,23.2421,84.7445,89.1681,40.5766,46.2354
FBgn0030877,CG7846,Arp8,1632638_at,chrX,17752402,17754840,19.1107,5.51556,22.6973,42.2358,4.50827,6.74368
FBgn0011745,CG6174,Arp87C,1639121_at,chr3R,8517458,8519954,94.0747,44.6712,101.524,101.891,96.0274,102.916
FBgn0038369,CG4560,Arpc3A,1626556_at//1638092_a_at//1636821_at,chr3R,11660488,11661272,45.9241,27.5476,60.4301,55.0757,34.4715,27.5597
FBgn0065032,CG8936,Arpc3B,1623961_at,chrX,16998606,16999885,4.30385,5.84031,9.27588,0.652464,15.6235,23.7762
FBgn0027095,CG7013,ARP-like,1639410_at,chr3R,12175135,12176526,49.6048,50.0891,68.6904,73.5973,115.171,101.884
FBgn0000119,CG5912,arr,1634211_at,chr2R,9341138,9370723,19.8553,18.1191,22.8503,13.4256,11.8662,12.0607
FBgn0000120,CG5711,Arr1,1636163_at,chr2L,18078266,18080423,0,24.8397,0,0,379.337,380.465
FBgn0000121,CG5962,Arr2,1632111_at,chr3L,8640367,8642036,0,0,0.132935,0,421.411,432.261
FBgn0037834,CG6554,Art1,1632383_at,chr3R,6612203,6613930,140.779,25.4715,94.9651,162.945,31.4247,43.6498
FBgn0031592,CG3675,Art2,1639915_at,chr2L,4278039,4279290,0,28.5818,0.287715,0.191585,0.385511,0.192858
FBgn0038306,CG6563,Art3,1627778_a_at,chr3R,11053325,11055161,45.9203,36.945,35.2945,99.7445,8.23675,14.9125
FBgn0037770,CG5358,Art4,1636745_at,chr3R,5808902,5811777,43.102,3.61514,26.4596,73.4546,6.32369,5.4123
FBgn0038189,CG9927,Art6,1624266_at,chr3R,9770421,9771504,0,12.1982,0.598986,0,0,0
FBgn0034817,CG9882,Art7,1632151_at,chr2R,18964207,18966559,41.4585,15.6821,21.6601,77.8757,4.65774,5.85988
FBgn0032329,CG16840,Art8,1627995_at,chr2L,11009821,11011085,61.8231,11.2776,33.0408,65.4118,8.08807,15.6737
FBgn0038188,CG9929,Art9,1635317_at,chr3R,9767273,9769124,0,2.69152,0,0,0,0
FBgn0029095,CG4276,aru,1629387_s_at,chr2L,861849,868352,25.0054,40.4581,55.7501,32.7749,37.1904,43.2524
FBgn0058064,CG40064,ARY,1637935_at,chr3LHet,41054,42275,0,37.8633,0,0,0,0
FBgn0061469,CG6190,As,1632309_at,chr3L,11199519,11203680,48.2302,135.899,42.32,41.4071,35.0202,38.0943
FBgn0039908,CG11533,Asator,1627955_a_at,chr4,491911,509797,3.64428,4.06033,11.2837,4.86758,21.9765,18.704
FBgn0000137,CG3258,ase,1635124_at,chrX,354533,357219,0.152213,0,0.495551,0.266522,0,0
FBgn0029094,CG9383,asf1,1635537_at,chr3L,19611992,19613501,77.1947,6.53633,50.4671,67.3461,21.6088,23.871
FBgn0005386,CG8887,ash1,1629321_at,chr3L,19584402,19591848,18.9479,38.4759,18.8065,14.984,6.64026,6.41017
FBgn0000139,CG6677,ash2,1635128_a_at,chr3R,20475769,20479099,32.8521,20.9516,31.9002,39.3006,9.02822,8.40507
FBgn0000140,CG6875,asp,1627383_at,chr3R,20579625,20586235,38.7909,52.7377,23.1128,41.3198,0.0491397,0.0983319
FBgn0041607,CG33486,asparagine-synthetase,1633765_at,chr3L,21166028,21168073,33.5833,5.12237,18.623,131.358,28.6759,32.5167
FBgn0034075,CG8421,Asph,1629597_a_at//1625600_a_at,chr2R,11997990,12004505,11.1337,14.661,38.491,25.8292,174.22,178.72
FBgn0034793,CG13533,asrij,1629039_at,chr2R,18773921,18775105,73.4317,55.4487,57.4471,77.5919,37.2018,44.4538
FBgn0015905,CG4426,ast,1631268_at,chr2L,1077980,1080809,25.4965,19.2725,19.5888,31.7191,3.63421,7.4238
FBgn0015591,CG13633,Ast,1632752_at,chr3R,20586252,20590780,0.141423,1.47771,0.779179,0.0707513,13.0978,8.83146
FBgn0032336,CG14919,Ast-C,1634436_at,chr2L,11076152,11081397,0,0,0.675526,0,13.5771,12.0561
FBgn0000142,CG8787,Asx,1628901_at,chr2R,10391514,10399951,55.7316,53.9641,27.9142,18.1557,8.21173,7.63139
FBgn0031876,CG9200,Atac1,1624022_at,chr2L,6958833,6960276,13.383,8.87856,13.3353,19.1293,4.06308,6.27617
FBgn0039946,CG17172,ATbp,1637859_at,chrXHet,84843,87152,5.45329,10.2203,6.78292,14.5957,1.82989,3.20402
FBgn0025720,CG9204,Ate1,1625590_a_at,chr2R,16141297,16144886,17.1969,19.0375,16.7079,25.0842,15.2607,15.7905
FBgn0020762,CG2969,Atet,1629559_s_at,chr2L,4333926,4345770,32.3106,5.56868,31.4002,17.4193,44.4835,51.4607
FBgn0050420,CG30420,Atf-2,1636451_a_at,chr2R,20757590,20767817,6.49878,22.7723,5.35383,9.23896,15.2818,10.4882
FBgn0033010,CG3136,Atf6,1641747_s_at,chr2R,1032202,1042266,7.31059,1.23305,10.2774,6.99234,10.5027,11.7313
FBgn0010715,CG10967,Atg1,1627886_at,chr3L,12778231,12798214,81.1587,9.50158,53.8466,49.3997,42.9489,41.0849
FBgn0036255,CG10861,Atg12,1633586_at,chr3L,12130180,12130575,9.55599,8.87549,9.57258,14.6607,10.2611,9.94571
FBgn0035850,CG7986,Atg18,1639602_s_at,chr3L,8180101,8183815,58.3085,13.6038,55.6616,48.1524,64.1741,62.4287
FBgn0044452,CG1241,Atg2,1632297_at,chr3L,2774379,2780688,42.4656,18.7363,47.8342,26.985,31.5288,32.8352
FBgn0031298,CG4428,Atg4,1641676_at,chr2L,1080913,1083384,44.2916,9.29458,36.0463,37.1844,58.7897,53.4736
FBgn0029943,CG1643,Atg5,1641621_at,chrX,7208648,7217773,11.9474,3.28229,14.6114,20.6813,15.1999,14.9865
FBgn0010709,CG5429,Atg6,1636499_at,chr3R,19874893,19876735,18.9394,11.8602,18.5585,14.8766,25.2428,27.4551
FBgn0034366,CG5489,Atg7,1637240_a_at,chr2R,14507961,14512553,10.0594,9.75696,15.4767,12.4857,7.34919,6.45534
FBgn0052672,CG32672,Atg8a,1639467_at,chrX,10658901,10662368,97.4758,54.1673,193.78,64.5175,280.891,270.075
FBgn0038539,CG12334,Atg8b,1630629_at,chr3R,13550146,13550766,0,245.94,0,0,0,0
FBgn0034110,CG3615,Atg9,1626033_at,chr2R,12181907,12184740,28.611,4.95471,33.829,25.2336,47.7974,46.987
FBgn0039213,CG6668,atl,1638513_s_at,chr3R,20451397,20460436,85.228,92.3072,79.5493,70.8181,77.3526,69.8703
FBgn0010750,CG2503,atms,1634647_at,chr3R,601323,603213,66.8596,30.9727,66.2828,72.4334,16.0141,20.725
FBgn0010433,CG7508,ato,1640868_at,chr3R,4103514,4104996,0,0.137223,0.0690672,0,0.138815,0.0694445
FBgn0030343,CG1886,ATP7,1634704_at,chrX,11749029,11757725,55.962,149.738,45.2197,54.8725,35.5749,40.3893
FBgn0002921,CG5670,Atpalpha,1639145_s_at//1625719_at,chr3R,16774436,16801022,192.94,56.1037,114.132,128.064,320.904,278.742
FBgn0020236,CG8322,ATPCL,1634006_s_at,chr2R,11879931,11888765,111.548,24.231,96.0501,102.345,129.2,127.28
FBgn0019644,CG8189,ATPsyn-b,1628573_a_at,chr3L,9723077,9724324,184.774,137.223,174.728,223.463,771.985,915.918
FBgn0010217,CG11154,ATPsyn-beta,1630984_at//1633673_a_at,chr4,1052440,1055543,324.193,64.0025,330.422,381.354,1326.14,1627.81
FBgn0016119,CG4412,ATPsyn-Cf6,#N/A,chr3R,19180973,19181782,173.508,74.2359,90.3436,202.756,588.633,592.124
FBgn0016120,CG6030,ATPsyn-d,#N/A,chr3R,14920720,14921792,215.118,100.261,200.08,297.928,930.768,1040.97
FBgn0020235,CG7610,ATPsyn-gamma,1632838_at//1627018_s_at,chr3R,25573424,25574858,195.306,69.134,214.775,249.742,891.235,1017.02
